Timestamp,Agent,Department,Call Duration (mins),Resolved,CSAT Score,Sentiment,Escalated
2025-07-19 20:51:28,Anna,Sales,9.2,Yes,3,Negative,No
2025-07-11 19:17:28,Anna,Billing,11.3,Yes,2,Very Positive,No
2025-07-16 16:29:28,Diana,Billing,6.0,Yes,1,Positive,No
2025-07-23 19:58:28,Alice,Sales,9.4,No,2,Negative,No
2025-07-23 04:39:28,Charlie,Shipping,5.5,Yes,1,Positive,No
2025-07-15 00:01:28,Diana,Sales,4.7,Yes,4,Positive,Yes
2025-07-15 03:35:28,Bob,Technical Support,2.9,No,2,Very Positive,Yes
2025-07-16 01:48:28,Eli,Shipping,11.5,No,2,Very Negative,Yes
2025-07-16 11:01:28,Bob,Shipping,7.6,Yes,4,Very Negative,Yes
2025-07-18 22:55:28,John,Sales,13.9,Yes,1,Very Positive,Yes
2025-07-11 23:25:28,James,Shipping,2.9,No,3,Negative,No
2025-07-20 16:22:28,Michael,Billing,5.9,No,2,Negative,Yes
2025-07-21 16:56:28,John,Sales,10.5,Yes,2,Very Positive,Yes
2025-07-20 04:35:28,John,Shipping,14.9,Yes,4,Positive,Yes
2025-07-12 14:37:28,Eli,Sales,13.6,Yes,3,Very Negative,Yes
2025-07-18 19:50:28,Anna,Shipping,4.7,Yes,2,Very Negative,Yes
2025-07-16 16:27:28,Charlie,Shipping,6.9,No,4,Neutral,Yes
2025-07-16 14:08:28,Eli,Sales,6.7,Yes,2,Very Negative,No
2025-07-24 01:40:28,Bob,Technical Support,8.6,Yes,3,Positive,No
2025-07-22 02:48:28,Charlie,Billing,3.3,Yes,3,Negative,No
2025-07-19 03:35:28,Michael,Technical Support,9.2,Yes,3,Positive,Yes
2025-07-18 08:02:28,Bob,Sales,13.8,Yes,4,Positive,No
2025-07-20 20:05:28,John,Billing,3.2,No,2,Neutral,Yes
2025-07-21 18:22:28,Michael,Billing,5.0,Yes,4,Very Negative,No
2025-07-23 10:31:28,Anna,Shipping,11.8,No,2,Neutral,Yes
2025-07-14 14:17:28,Michael,Billing,2.6,No,3,Positive,No
2025-07-21 17:18:28,Anna,Sales,10.0,Yes,1,Very Negative,No
2025-07-16 02:33:28,Michael,Billing,9.9,Yes,4,Very Negative,No
2025-07-21 22:55:28,Alice,Shipping,3.4,No,2,Neutral,No
2025-07-13 00:28:28,James,Billing,3.2,Yes,2,Negative,No
2025-07-19 04:41:28,Diana,Technical Support,7.3,Yes,1,Neutral,Yes
2025-07-20 04:03:28,Diana,Shipping,13.1,No,4,Negative,No
2025-07-19 05:30:28,James,Sales,2.8,Yes,5,Very Positive,No
2025-07-19 04:09:28,Anna,Sales,5.4,Yes,2,Neutral,Yes
2025-07-15 03:31:28,Eli,Shipping,6.7,No,3,Positive,No
2025-07-13 12:27:28,James,Shipping,12.0,Yes,4,Neutral,No
2025-07-14 04:49:28,Charlie,Shipping,3.3,Yes,2,Negative,Yes
2025-07-19 15:35:28,James,Technical Support,7.3,No,5,Positive,Yes
2025-07-22 11:40:28,John,Shipping,2.6,Yes,3,Very Negative,No
2025-07-15 04:17:28,James,Billing,14.5,Yes,1,Positive,Yes
2025-07-21 06:26:28,Charlie,Technical Support,9.1,Yes,4,Negative,Yes
2025-07-21 12:55:28,Michael,Shipping,7.7,No,2,Very Negative,No
2025-07-12 10:04:28,Bob,Sales,6.9,No,5,Very Negative,No
2025-07-14 17:49:28,Bob,Technical Support,14.1,Yes,1,Very Negative,Yes
2025-07-22 08:55:28,John,Technical Support,9.4,Yes,4,Positive,Yes
2025-07-18 23:26:28,Diana,Sales,4.9,No,4,Neutral,No
2025-07-22 22:23:28,Michael,Billing,10.0,Yes,1,Very Positive,Yes
2025-07-20 12:33:28,Eli,Billing,6.9,No,1,Very Negative,No
2025-07-13 08:09:28,Michael,Technical Support,5.2,No,3,Positive,Yes
2025-07-25 01:24:28,John,Technical Support,8.1,Yes,3,Negative,Yes
2025-07-22 07:08:28,Diana,Technical Support,12.0,No,2,Negative,Yes
2025-07-24 06:00:28,Anna,Sales,7.4,No,3,Positive,Yes
2025-07-21 18:43:28,Eli,Technical Support,3.5,Yes,4,Positive,No
2025-07-22 01:59:28,John,Technical Support,8.6,Yes,3,Very Positive,No
2025-07-24 16:23:28,Charlie,Billing,12.8,No,3,Neutral,Yes
2025-07-12 14:49:28,Eli,Technical Support,6.3,No,4,Very Positive,Yes
2025-07-13 09:49:28,Eli,Billing,4.1,Yes,1,Neutral,No
2025-07-18 03:28:28,Eli,Billing,7.6,Yes,2,Negative,Yes
2025-07-15 12:24:28,Diana,Technical Support,5.2,Yes,2,Negative,Yes
2025-07-11 07:24:28,Anna,Shipping,7.1,Yes,4,Neutral,No
2025-07-22 11:08:28,Bob,Shipping,13.0,No,2,Negative,No
2025-07-11 22:33:28,Charlie,Billing,9.1,Yes,4,Positive,No
2025-07-24 20:26:28,Anna,Sales,6.0,No,1,Very Negative,Yes
2025-07-21 16:09:28,Bob,Billing,9.6,No,5,Very Negative,No
2025-07-13 21:56:28,Bob,Technical Support,2.3,Yes,5,Very Positive,No
2025-07-14 06:26:28,Charlie,Technical Support,12.2,Yes,4,Very Positive,Yes
2025-07-23 06:00:28,John,Technical Support,2.5,Yes,4,Positive,Yes
2025-07-12 19:30:28,Michael,Shipping,6.4,No,3,Negative,Yes
2025-07-21 05:18:28,Charlie,Shipping,7.8,Yes,1,Negative,No
2025-07-20 07:09:28,James,Sales,10.8,No,3,Negative,Yes
2025-07-21 07:10:28,John,Sales,10.2,Yes,4,Negative,Yes
2025-07-20 08:24:28,James,Technical Support,14.2,No,4,Very Negative,No
2025-07-19 22:09:28,John,Billing,10.6,Yes,5,Positive,No
2025-07-11 21:23:28,Alice,Shipping,5.2,No,2,Very Positive,No
2025-07-22 21:28:28,Bob,Technical Support,9.2,No,1,Neutral,Yes
2025-07-21 19:23:28,Michael,Billing,14.4,No,5,Very Negative,No
2025-07-24 17:53:28,Diana,Technical Support,8.8,Yes,3,Very Positive,Yes
2025-07-18 05:33:28,John,Shipping,3.9,Yes,3,Very Negative,Yes
2025-07-22 19:17:28,Bob,Shipping,9.2,No,3,Positive,No
2025-07-23 10:50:28,Alice,Shipping,7.4,No,3,Very Negative,No
2025-07-24 06:15:28,James,Sales,2.9,Yes,1,Positive,Yes
2025-07-22 15:05:28,Diana,Sales,4.1,Yes,3,Positive,Yes
2025-07-22 16:44:28,John,Billing,8.8,No,2,Positive,Yes
2025-07-12 15:11:28,John,Billing,7.7,No,1,Very Positive,No
2025-07-11 17:51:28,Bob,Sales,11.2,Yes,4,Very Negative,Yes
2025-07-12 06:34:28,Eli,Shipping,8.9,No,4,Positive,Yes
2025-07-11 11:10:28,Eli,Sales,14.0,Yes,2,Neutral,Yes
2025-07-19 04:04:28,Charlie,Billing,13.2,Yes,3,Very Positive,Yes
2025-07-24 07:20:28,James,Billing,12.2,Yes,2,Neutral,Yes
2025-07-18 03:37:28,James,Shipping,3.7,Yes,2,Very Positive,Yes
2025-07-20 03:33:28,Anna,Billing,3.5,No,5,Very Negative,No
2025-07-18 07:56:28,Michael,Billing,8.5,Yes,1,Very Negative,No
2025-07-15 00:39:28,Diana,Shipping,12.8,No,4,Very Positive,No
2025-07-15 20:15:28,John,Shipping,11.4,Yes,5,Positive,Yes
2025-07-24 17:13:28,Anna,Billing,9.9,No,3,Positive,Yes
2025-07-12 19:43:28,John,Technical Support,5.7,No,1,Very Negative,No
2025-07-21 10:39:28,Charlie,Shipping,4.4,No,5,Positive,Yes
2025-07-11 17:32:28,Charlie,Shipping,9.8,Yes,1,Neutral,No
2025-07-17 10:15:28,James,Billing,5.2,Yes,1,Positive,Yes
2025-07-20 07:56:28,Charlie,Shipping,3.1,Yes,2,Negative,No
2025-07-19 00:45:28,Alice,Shipping,14.5,No,4,Negative,No
2025-07-18 03:17:28,Diana,Technical Support,7.5,No,5,Neutral,No
2025-07-18 15:30:28,Bob,Sales,2.4,Yes,1,Very Positive,Yes
2025-07-15 08:35:28,John,Technical Support,8.4,No,1,Very Negative,Yes
2025-07-12 18:20:28,Charlie,Technical Support,14.0,Yes,5,Very Negative,No
2025-07-11 10:53:28,Alice,Shipping,8.5,No,1,Negative,Yes
2025-07-20 10:43:28,John,Billing,3.0,Yes,1,Negative,No
2025-07-17 08:10:28,Michael,Technical Support,7.5,No,3,Very Positive,No
2025-07-16 23:20:28,Michael,Sales,11.7,No,1,Neutral,Yes
2025-07-16 11:39:28,Anna,Technical Support,7.0,No,4,Very Positive,No
2025-07-12 02:31:28,Eli,Technical Support,8.3,No,5,Very Positive,Yes
2025-07-24 21:35:28,John,Technical Support,12.8,Yes,5,Positive,Yes
2025-07-15 03:21:28,Michael,Technical Support,11.1,Yes,5,Negative,No
2025-07-20 18:05:28,Michael,Technical Support,7.7,No,3,Neutral,Yes
2025-07-14 14:13:28,Bob,Technical Support,7.8,No,2,Negative,Yes
2025-07-15 21:57:28,Alice,Sales,5.1,Yes,3,Very Negative,No
2025-07-19 19:40:28,Charlie,Shipping,8.4,Yes,3,Very Positive,Yes
2025-07-19 16:51:28,Eli,Technical Support,7.1,No,3,Neutral,No
2025-07-18 16:05:28,Alice,Billing,2.9,Yes,3,Very Negative,Yes
2025-07-13 02:56:28,Anna,Sales,5.6,No,3,Positive,Yes
2025-07-20 16:39:28,Bob,Sales,13.9,No,4,Positive,Yes
2025-07-13 21:45:28,Bob,Billing,14.3,No,1,Very Positive,Yes
2025-07-17 00:27:28,Charlie,Technical Support,6.9,No,4,Very Positive,Yes
2025-07-15 19:40:28,Bob,Billing,11.2,No,2,Positive,No
2025-07-21 21:54:28,John,Shipping,7.5,No,5,Negative,Yes
2025-07-12 01:48:28,Eli,Sales,6.0,Yes,5,Negative,No
2025-07-22 10:59:28,Eli,Shipping,13.9,No,5,Very Positive,Yes
2025-07-20 17:03:28,Diana,Billing,11.8,Yes,3,Very Positive,Yes
2025-07-19 23:00:28,Eli,Sales,7.2,No,3,Very Positive,Yes
2025-07-20 22:52:28,Diana,Technical Support,7.8,Yes,4,Positive,No
2025-07-16 10:29:28,Bob,Billing,10.3,No,2,Neutral,Yes
2025-07-17 07:29:28,Michael,Technical Support,12.6,No,2,Very Positive,No
2025-07-23 10:28:28,John,Sales,8.8,No,4,Negative,Yes
2025-07-16 22:08:28,James,Technical Support,13.2,Yes,3,Positive,Yes
2025-07-11 18:18:28,Charlie,Shipping,10.1,No,3,Positive,Yes
2025-07-17 06:58:28,Anna,Technical Support,5.6,No,1,Negative,Yes
2025-07-24 01:08:28,Anna,Technical Support,7.8,Yes,4,Negative,No
2025-07-13 17:43:28,Alice,Sales,2.7,No,1,Neutral,No
2025-07-21 13:59:28,Alice,Technical Support,10.9,No,2,Negative,No
2025-07-21 17:03:28,Eli,Billing,12.4,No,5,Very Positive,Yes
2025-07-17 03:00:28,Diana,Technical Support,7.5,No,5,Very Negative,Yes
2025-07-14 20:50:28,Michael,Sales,9.7,No,4,Very Negative,No
2025-07-11 05:16:28,Charlie,Billing,4.2,Yes,4,Very Positive,Yes
2025-07-18 15:54:28,Alice,Shipping,14.2,No,4,Negative,Yes
2025-07-18 08:36:28,Charlie,Billing,9.7,No,2,Positive,Yes
2025-07-24 12:51:28,Anna,Billing,9.2,No,1,Very Negative,No
2025-07-13 16:23:28,James,Sales,5.4,Yes,3,Positive,No
2025-07-18 15:55:28,Michael,Technical Support,12.0,No,2,Very Negative,Yes
2025-07-22 03:59:28,Michael,Sales,4.7,Yes,1,Neutral,Yes
2025-07-21 05:40:28,Anna,Sales,14.3,Yes,4,Very Negative,No
2025-07-23 14:22:28,Charlie,Shipping,4.5,No,5,Positive,Yes
2025-07-18 12:48:28,James,Shipping,3.0,No,5,Positive,No
2025-07-19 21:54:28,Charlie,Billing,9.0,No,5,Neutral,Yes
2025-07-19 04:54:28,John,Technical Support,4.7,Yes,5,Very Negative,Yes
2025-07-19 07:14:28,James,Billing,9.7,Yes,1,Negative,Yes
2025-07-22 19:39:28,Michael,Sales,5.6,No,3,Very Negative,No
2025-07-19 04:55:28,Eli,Shipping,14.5,Yes,4,Negative,Yes
2025-07-15 19:56:28,Michael,Sales,2.2,No,1,Negative,No
2025-07-16 17:36:28,John,Shipping,3.6,Yes,4,Very Positive,No
2025-07-23 08:34:28,John,Technical Support,4.5,Yes,2,Very Positive,No
2025-07-13 00:21:28,Charlie,Technical Support,12.9,Yes,4,Very Positive,No
2025-07-21 14:09:28,Eli,Technical Support,11.2,Yes,3,Neutral,No
2025-07-21 23:37:28,Eli,Shipping,3.5,No,5,Very Positive,Yes
2025-07-20 16:15:28,Diana,Billing,10.2,No,5,Very Positive,Yes
2025-07-22 20:22:28,Bob,Sales,13.1,No,2,Neutral,Yes
2025-07-11 06:36:28,James,Shipping,11.3,No,3,Positive,Yes
2025-07-11 15:31:28,Anna,Billing,9.1,Yes,1,Positive,Yes
2025-07-20 00:21:28,James,Sales,3.4,Yes,1,Very Negative,Yes
2025-07-20 16:26:28,Diana,Technical Support,7.7,Yes,4,Positive,No
2025-07-12 10:16:28,Charlie,Sales,8.7,Yes,3,Very Positive,No
2025-07-11 23:28:28,Alice,Sales,3.8,Yes,2,Positive,Yes
2025-07-19 16:26:28,James,Billing,5.8,Yes,1,Positive,No
2025-07-18 14:06:28,Alice,Technical Support,4.9,Yes,5,Negative,Yes
2025-07-18 01:53:28,John,Sales,5.8,No,3,Positive,No
2025-07-20 00:53:28,Eli,Technical Support,7.1,Yes,2,Very Positive,Yes
2025-07-14 17:20:28,Alice,Billing,3.8,No,4,Neutral,No
2025-07-22 00:24:28,Bob,Billing,12.2,No,1,Very Positive,Yes
2025-07-16 19:34:28,Bob,Shipping,7.6,Yes,2,Negative,No
2025-07-15 10:06:28,John,Billing,13.2,Yes,4,Neutral,Yes
2025-07-20 23:12:28,Alice,Shipping,10.0,Yes,4,Very Negative,Yes
2025-07-18 10:10:28,Alice,Shipping,10.7,No,2,Neutral,Yes
2025-07-16 13:14:28,Michael,Sales,4.4,No,4,Very Positive,Yes
2025-07-13 23:44:28,James,Sales,7.5,No,4,Positive,No
2025-07-18 02:12:28,Bob,Sales,14.6,Yes,5,Very Negative,Yes
